Name,Score,Rank,Type,Episodes,Premiered,Producers,Studios,Genres,Popularity,Members,Favorites,From,To
Medaka Box Abnormal,7.41,2015,TV,12,Fall,"['TV Tokyo', 'Hakoniwa Academy Student Council', 'Lantis']",['Gainax'],"['Comedy', 'Ecchi', 'Action']",1462,134739,265,2012-10-11,2012-12-27
Motto! Ojamajo Doremi,7.41,2016,TV,50,Winter,['Asahi Broadcasting'],['Toei Animation'],"['Fantasy', 'Comedy']",4421,19688,119,2001-02-04,2002-01-27
Mugen no Juunin: Immortal,7.41,2017,ONA,24,,"['Mainichi Broadcasting System', 'Nihon Ad Systems', 'Kodansha', 'Pony Canyon']",['LIDENFILMS'],"['Adventure', 'Drama', 'Supernatural', 'Action']",2225,73265,366,2019-10-10,2020-03-26
Nanatsu no Umi no Tico,7.41,2018,TV,39,Winter,"['add some', 'None found, ']",['Nippon Animation'],"['Adventure', 'Slice of Life']",7379,5510,18,1994-01-16,1994-12-18
"New Game! Watashi, Shain Ryokou tte Hajimete nano de...",7.41,2019,OVA,1,,"['Kadokawa Shoten', 'Delfi Sound']",['Doga Kobo'],['Comedy'],2253,71476,43,2017-05-03,2017-05-03
Ojamajo Doremi Sharp,7.41,2020,TV,49,Winter,['Asahi Broadcasting'],['Toei Animation'],['Comedy'],4414,19778,90,2000-02-06,2001-01-28
Oz.,7.41,2021,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",['Fantasy'],9878,2285,2,2021-10-22,2021-10-22
Pokemon Evolutions,7.41,2022,ONA,8,,"['add some', 'None found, ']",['OLM'],"['Adventure', 'Fantasy']",5159,13395,40,2021-09-09,2021-12-23
Pokemon XY: Mega Evolution,7.41,2023,Special,4,,['TV Tokyo'],['OLM'],"['Adventure', 'Fantasy', 'Comedy', 'Action']",3692,29053,15,2014-04-03,2015-10-29
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.41,2024,Movie,1,,"['Pony Canyon', 'Fuji TV']",['Studio Deen'],"['Adventure', 'Comedy']",4376,20075,17,1992-08-01,1992-08-01
Rozen Maiden,7.41,2025,TV,12,Fall,"['Memory-Tech', 'Pony Canyon', 'Studio Jack', 'Mellow Head', 'TBS']",['Nomad'],"['Drama', 'Comedy', 'Action']",1064,195770,1902,2004-10-08,2004-12-24
Saki Zenkoku-hen,7.41,2026,TV,13,Winter,"['TV Tokyo', 'Pony Canyon', 'Square Enix', 'Lantis']",['Studio Gokumi'],['Slice of Life'],3424,33918,127,2014-01-06,2014-04-07
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,7.41,2027,Special,1,,"['add some', 'None found, ']",['Shaft'],['Comedy'],4816,15955,10,2008-01-01,2008-01-01
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,7.41,2028,Special,1,,"['add some', 'None found, ']",['Shaft'],['Comedy'],5729,10319,5,2008-08-27,2008-08-27
Shugo Chara!! Doki,7.41,2029,TV,51,Fall,"['TV Tokyo', 'Sotsu']",['Satelight'],['Comedy'],1843,99123,577,2008-10-04,2009-09-25
Steins;Gate: Soumei Eichi no Cognitive Computing,7.41,2030,ONA,4,,"['add some', 'None found, ']",['White Fox'],"['Sci-Fi', 'Comedy']",1806,102867,152,2014-10-15,2014-11-12
Tanaka-kun wa Itsumo Kedaruge Specials,7.41,2031,Special,7,,"['add some', 'None found, ']",['SILVER LINK.'],['Slice of Life'],3467,32719,26,2016-06-24,2016-12-22
Tenchi Muyou! in Love,7.41,2032,Movie,1,,"['Pioneer LDC', 'GAGA']",['AIC'],"['Sci-Fi', 'Comedy', 'Romance', 'Action']",4143,22752,46,1996-04-20,1996-04-20
Tensei shitara Ken Deshita,7.41,2033,TV,12,Fall,"['JR East Marketing & Communications', 'BS Asahi', 'Gentosha Comics', 'GREE Entertainment', 'NBCUniversal Entertainment Japan', 'Nikkatsu', 'Micro Magazine Publishing', 'Micro House']",['C2C'],"['Fantasy', 'Action']",1433,138132,856,2022-10-05,2022-12-14
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,7.41,2034,OVA,8,,"['Production I.G', 'Bandai Spirits', 'Bandai Namco Arts', 'Shochiku', 'ADK Marketing Solutions', 'Voyager Entertainment']",['Satelight'],"['Drama', 'Sci-Fi', 'Action']",7503,5305,19,2021-10-08,2022-02-04
Ajin,7.41,2035,TV,13,Winter,"['Sony Music Communications', 'Mainichi Broadcasting System', 'TOHO animation', 'Kodansha', 'KlockWorx', 'King Records']",['Polygon Pictures'],"['Supernatural', 'Mystery', 'Horror', 'Action']",343,553477,3041,2016-01-16,2016-04-09
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,7.41,2036,Movie,1,,"['Sotsu', 'DAX Production']",['SANZIGEN'],"['Sci-Fi', 'Action']",3927,25432,45,2015-01-31,2015-01-31
Bai She II: Qing She Jie Qi,7.41,2037,Movie,1,,['Alibaba Pictures'],['Light Chaser Animation Studios'],"['Adventure', 'Fantasy']",9264,2858,20,2021-07-23,2021-07-23
Boku no Hero Academia 5th Season,7.41,2038,TV,25,Spring,"['TOHO animation', 'Movic', 'Sony Music Entertainment', 'Dentsu', 'Shueisha']",['Bones'],['Action'],131,993280,9910,2021-03-27,2021-09-25
Boruto: Naruto the Movie,7.41,2039,Movie,1,,"['Shueisha', 'Toho']",['Pierrot'],"['Adventure', 'Fantasy', 'Action']",445,431742,898,2015-08-07,2015-08-07
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,7.41,2040,Movie,1,,['TV Asahi'],['Shin-Ei Animation'],"['Drama', 'Romance', 'Award Winning']",7861,4741,9,2002-04-20,2002-04-20
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,7.41,2041,OVA,1,,"['add some', 'None found, ']",['TMS Entertainment'],['Mystery'],5404,11878,13,2009-04-18,2009-04-18
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,7.41,2042,Movie,1,,"['TV Asahi', 'Asatsu DK', 'Toho', 'Shogakukan', 'Fujiko F. Fujio Pro']",['Shin-Ei Animation'],"['Adventure', 'Fantasy', 'Comedy']",7857,4755,3,2017-03-04,2017-03-04
Future GPX Cyber Formula,7.41,2043,TV,37,Spring,"['add some', 'None found, ']",['Sunrise'],"['Adventure', 'Sci-Fi']",6598,7325,57,1991-03-15,1991-12-20
Future GPX Cyber Formula Zero,7.41,2044,OVA,8,,"['add some', 'None found, ']",['Sunrise'],"['Drama', 'Sci-Fi']",9513,2594,13,1994-04-01,1995-02-01
Gallery Fake,7.41,2045,TV,37,Winter,"['TV Tokyo', 'Aniplex']","['TMS Entertainment', 'Minami Machi Bugyousho', 'Tokyo Kids']",['Mystery'],5072,13896,57,2005-01-09,2005-09-25
Gantz:O,7.41,2046,Movie,1,,"['Lawson HMV Entertainment', 'Jinnan Studio', 'Fields', 'Dentsu', 'Kyoraku Industrial Holdings', 'King Records', 'Toho']",['Digital Frontier'],"['Drama', 'Supernatural', 'Sci-Fi', 'Horror', 'Ecchi', 'Action']",1933,92207,320,2016-10-14,2016-10-14
Gokusen,7.41,2047,TV,13,Winter,"['Studio Jack', 'VAP']",['Madhouse'],"['Drama', 'Slice of Life', 'Comedy']",3021,42411,223,2004-01-07,2004-03-31
Hakuouki OVA,7.41,2048,OVA,2,,"['add some', 'None found, ']",['Studio Deen'],"['Drama', 'Supernatural', 'Action']",5158,13398,18,,
Hal,7.41,2049,Movie,1,,"['Production I.G', 'Shochiku', 'Pony Canyon']",['Wit Studio'],"['Drama', 'Sci-Fi', 'Romance']",1444,136810,361,2013-06-08,2013-06-08
Higurashi no Naku Koro ni Rei,7.41,2050,OVA,5,,"['Movic', 'Sotsu', 'Geneon Universal Entertainment', 'Frontier Works']",['Studio Deen'],"['Supernatural', 'Mystery', 'Suspense']",1117,185042,444,2009-02-25,2009-08-21
Houkago Teibou Nisshi,7.41,2051,TV,12,Spring,"['add some', 'None found, ']",['Doga Kobo'],"['Slice of Life', 'Sports']",2583,57020,247,2020-04-07,2020-09-22
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,7.41,2052,Movie,1,,['Manga Productions'],"['Toei Animation', 'Yokohama Animation Lab']","['Adventure', 'Action']",5581,10974,214,2021-06-25,2021-06-25
K: Seven Stories Movie 1 - R:B - Blaze,7.41,2053,Movie,1,,"['add some', 'None found, ']",['GoHands'],"['Drama', 'Supernatural', 'Action']",2420,63727,138,2018-07-07,2018-07-07
Kingsglaive: Final Fantasy XV,7.41,2054,Movie,1,,['Square Enix'],['Square Enix Visual Works'],['Action'],2590,56672,148,2016-07-09,2016-07-09
Aldnoah.Zero,7.4,2055,TV,12,Summer,"['Asahi Broadcasting', 'Movic', 'Tokyo MX', 'MAGES.', 'Nitroplus', 'BS11', 'Aniplex', 'Houbunsha']","['A-1 Pictures', 'TROYCA']","['Sci-Fi', 'Action']",392,490612,3433,2014-07-06,2014-09-21
Amagami SS+ Plus,7.4,2056,TV,13,Winter,['TBS'],['AIC'],['Romance'],1284,159441,358,2012-01-06,2012-03-30
Aoki Densetsu Shoot!,7.4,2057,TV,58,Fall,"['add some', 'None found, ']",['Toei Animation'],"['Drama', 'Sports', 'Comedy', 'Romance', 'Action']",5050,14031,70,1993-11-07,1994-12-25
Ayakashi: Japanese Classic Horror,7.4,2058,TV,11,Winter,"['Asmik Ace', 'Sony Music Entertainment', 'Dentsu', 'Fuji TV', 'SKY Perfect Well Think']",['Toei Animation'],"['Fantasy', 'Mystery', 'Horror']",2284,70215,260,2006-01-13,2006-03-24
Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,7.4,2059,Special,1,,"['add some', 'None found, ']",['Bones'],['Action'],4134,22872,80,2022-02-16,2022-02-16
Captain Tsubasa (2018),7.4,2060,TV,52,Spring,"['TV Tokyo', 'Imagine', 'Shueisha', 'NAZ', 'Warner Bros. Japan']",['David Production'],"['Sports', 'Action']",2326,68059,315,2018-04-03,2019-04-02
Chobits,7.4,2061,TV,26,Spring,"['Pioneer LDC', 'TBS']",['Madhouse'],"['Drama', 'Sci-Fi', 'Comedy', 'Romance', 'Ecchi']",417,459039,3693,2002-04-03,2002-09-25
Dakaretai Otoko 1-i ni Odosarete Imasu.,7.4,2062,TV,13,Fall,"['animate', 'Movic', 'Libre', 'Aniplex']",['CloverWorks'],"['Drama', 'Comedy', 'Boys Love']",1412,141115,1702,2018-10-06,2018-12-29
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.4,2063,TV,11,Summer,"['add some', 'None found, ']",['Lerche'],"['Mystery', 'Horror', 'Action']",701,298744,2235,2016-07-14,2016-09-22
Detective Conan OVA 11: A Secret Order from London,7.4,2064,OVA,1,,"['add some', 'None found, ']",['TMS Entertainment'],"['Adventure', 'Mystery', 'Comedy']",5320,12445,2,2011-05-30,2011-05-30
Gangsta.,7.4,2065,TV,12,Summer,"['Tokyo MX', 'Lantis', 'DAX Production', 'Bandai Visual', 'Frontier Works']",['Manglobe'],"['Drama', 'Action']",352,536949,3498,2015-07-02,2015-09-24
Hakkenden: Touhou Hakken Ibun,7.4,2066,TV,13,Winter,"['Movic', 'Sony PCL', 'Lantis', 'DAX Production', 'Bandai Visual', 'Frontier Works']",['Studio Deen'],"['Fantasy', 'Supernatural', 'Action']",1718,109669,681,2013-01-06,2013-03-31
Hokuto no Ken: Toki-den,7.4,2067,OVA,1,,"['TMS Entertainment', 'North Stars Pictures']",['APPP'],['Action'],6337,8084,12,2008-03-26,2008-03-26
Huyao Xiao Hongniang: Qian Yan,7.4,2068,ONA,15,,['Tencent Animation & Comics'],['Haoliners Animation League'],"['Supernatural', 'Comedy', 'Romance']",6712,7010,9,2017-02-24,2017-06-02
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,7.4,2069,Movie,1,,"['Dentsu Tec', 'Studio Jack']",['OLM'],"['Sci-Fi', 'Sports']",4815,15968,21,2011-12-23,2011-12-23
Initial D Extra Stage 2,7.4,2070,OVA,1,,"['add some', 'None found, ']",['A.C.G.T.'],"['Drama', 'Action']",3282,36718,55,2008-10-03,2008-10-03
Isekai Quartet,7.4,2071,TV,12,Spring,['Kadokawa'],['Studio PuYUKAI'],"['Fantasy', 'Comedy']",560,358394,1000,2019-04-10,2019-06-26
Jashin-chan Dropkick X,7.4,2072,TV,12,Summer,"['add some', 'None found, ']",['Nomad'],"['Supernatural', 'Comedy']",3667,29463,113,2022-07-06,2022-09-21
Juan Siliang,7.4,2073,ONA,15,,['Year Young Culture'],['Wulifang Digital'],"['Fantasy', 'Action']",10993,1527,30,2021-06-14,2021-09-13
Kemono Jihen,7.4,2074,TV,12,Winter,"['Frontier Works', 'JTB Next Creation', 'Bandai Namco Arts', 'Shueisha', 'Yomiuri TV Enterprise', 'Lantis']",['Ajia-Do'],"['Supernatural', 'Mystery', 'Action']",625,327775,2128,2021-01-10,2021-03-28
Wanmei Shijie,7.4,2075,ONA,130,,['Tencent Penguin Pictures'],['Foch Films'],"['Adventure', 'Fantasy', 'Action']",7278,5699,90,2021-04-23,
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,7.4,2076,Special,2,,"['Shueisha', 'Bandai Visual']",['Pierrot'],"['Adventure', 'Supernatural', 'Comedy', 'Action']",4471,19169,25,2018-10-26,2018-10-26
KU-RU-KU-RU Cruller!,7.4,2077,Music,1,,"['Magic Capsule', 'Sunrise', 'Bandai Namco Arts', 'Kadokawa']","['add some', 'None found, ']",,11581,1211,12,2021-09-22,2021-09-22
Majimoji Rurumo: Kanketsu-hen,7.4,2078,OVA,2,,"['add some', 'None found, ']",['J.C.Staff'],"['Fantasy', 'Romance', 'Ecchi']",6233,8426,19,2019-07-09,2019-07-09
Major 2nd,7.4,2079,TV,25,Spring,"['NHK Enterprises', 'NHK', 'Shogakukan-Shueisha Productions']",['OLM'],"['Drama', 'Sports', 'Comedy']",3526,31610,76,2018-04-07,2018-09-22
Minami-ke Omatase,7.4,2080,OVA,1,,['Starchild Records'],['feel.'],"['Slice of Life', 'Comedy']",4019,24246,6,2012-10-05,2012-10-05
Nichijou: Nichijou no 0-wa,7.4,2081,OVA,1,,['Animation Do'],['Kyoto Animation'],['Comedy'],2100,80105,58,2011-03-12,2011-03-12
Osomatsu-san Special,7.4,2082,Special,1,,['Avex Pictures'],['Pierrot'],['Comedy'],5504,11387,5,2016-01-29,2016-01-29
Pokemon Black and White 2: Introduction Movie,7.4,2083,ONA,1,,"['add some', 'None found, ']",['OLM'],"['Fantasy', 'Action']",4677,17236,15,2012-05-16,2012-05-16
Pretty Rhythm: Aurora Dream,7.4,2084,TV,51,Spring,"['add some', 'None found, ']",['Tatsunoko Production'],"['Slice of Life', 'Sports']",4305,20691,174,2011-04-09,2012-03-31
Psycho-Pass 2,7.4,2085,TV,11,Fall,"['TOHO animation', 'Production I.G', 'Sony Music Entertainment', 'Dentsu', 'Nitroplus', 'Kyoraku Industrial Holdings', 'Fuji TV']",['Tatsunoko Production'],"['Sci-Fi', 'Suspense', 'Action']",293,614767,1427,2014-10-10,2014-12-19
Shin Kidou Senki Gundam Wing: Operation Meteor,7.4,2086,OVA,4,,"['add some', 'None found, ']",['Sunrise'],"['Adventure', 'Drama', 'Sci-Fi', 'Action']",5631,10723,17,1996-04-25,1996-10-25
Shugo Chara!,7.4,2087,TV,51,Fall,"['TV Tokyo', 'Sotsu', 'Pony Canyon']",['Satelight'],['Comedy'],1005,208481,2832,2007-10-06,2008-09-27
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",7.4,2088,Special,1,,"['add some', 'None found, ']",['TYO Animations'],"['Drama', 'Slice of Life', 'Comedy']",6150,8743,3,2012-06-27,2012-06-27
Tensai Ouji no Akaji Kokka Saisei Jutsu,7.4,2089,TV,12,Winter,"['Studio Mausu', 'Tokyo MX', 'AT-X', 'RAY', 'BS NTV', 'NBCUniversal Entertainment Japan', 'SB Creative', 'DMM pictures']",['Yokohama Animation Lab'],"['Fantasy', 'Comedy']",955,217611,1362,2022-01-11,2022-03-29
Tonari no Seki-kun OVA,7.4,2090,OVA,1,,"['add some', 'None found, ']",['Shin-Ei Animation'],['Comedy'],3234,37530,7,2014-01-04,2014-01-04
Koukyuu no Karasu,7.39,2091,TV,13,Fall,"['Movic', 'Marui Group', 'Shueisha', 'BS11', 'Kansai Telecasting', 'Tohan Corporation', 'Aniplex']",['Bandai Namco Pictures'],"['Fantasy', 'Mystery']",2729,51373,250,2022-10-01,
Love Live! Sunshine!!,7.39,2092,TV,13,Summer,"['Magic Capsule', 'ASCII Media Works', 'Bandai Visual', 'Bushiroad', 'Lantis']",['Sunrise'],['Slice of Life'],1208,171824,2880,2016-07-02,2016-09-24
Love Stage!!: Chotto ja Nakutte,7.39,2093,OVA,1,,['Kadokawa Shoten'],['J.C.Staff'],"['Comedy', 'Boys Love']",2464,61902,68,2014-11-22,2014-11-22
Noblesse: Awakening,7.39,2094,ONA,1,,"['add some', 'None found, ']",['Production I.G'],"['Supernatural', 'Action']",1685,112428,362,2016-02-04,2016-02-04
Oda Nobuna no Yabou,7.39,2095,TV,12,Summer,"['SoftBank Creative', 'AT-X', 'KlockWorx', 'Pony Canyon']","['Studio Gokumi', 'Madhouse']","['Comedy', 'Romance']",748,281040,1122,2012-07-09,2012-09-24
RahXephon,7.39,2096,TV,26,Winter,"['Victor Entertainment', 'Asatsu DK', 'Fuji TV', 'Media Factory']",['Bones'],"['Drama', 'Sci-Fi', 'Mystery', 'Romance', 'Action']",1668,113449,923,2002-01-21,2002-09-11
Ryman's Club,7.39,2097,TV,12,Winter,"['TV Asahi', 'Glovision']",['LIDENFILMS'],['Sports'],2458,62137,499,2022-01-30,2022-04-17
Sakigake!! Otokojuku,7.39,2098,TV,34,Winter,['Lantis'],['Toei Animation'],"['Comedy', 'Action']",5263,12808,94,1988-02-25,1988-11-14
Sakura Quest,7.39,2099,TV,25,Spring,"['TOHO animation', 'AT-X', 'ABC Animation', 'BS11', 'Sony PCL', 'Houbunsha']",['P.A. Works'],"['Slice of Life', 'Comedy']",1415,140769,489,2017-04-06,2017-09-21
Senryuu Shoujo,7.39,2100,TV,12,Spring,"['Mainichi Broadcasting System', 'Kodansha', 'DMM pictures']",['Connect'],"['Slice of Life', 'Comedy']",1200,172598,452,2019-04-06,2019-06-22
Slayers Evolution-R,7.39,2101,TV,13,Winter,"['add some', 'None found, ']",['J.C.Staff'],"['Adventure', 'Fantasy', 'Comedy']",3565,31096,32,2009-01-12,2009-04-06
Sunabouzu,7.39,2102,TV,24,Fall,"['Pony Canyon', 'CBC Television', 'GDH']",['Gonzo'],"['Adventure', 'Sci-Fi', 'Comedy', 'Ecchi', 'Action']",1488,130630,808,2004-10-06,2005-03-30
Super GALS! Kotobuki Ran,7.39,2103,TV,52,Spring,['TV Tokyo'],['Pierrot'],"['Slice of Life', 'Comedy']",4372,20137,185,2001-04-01,2002-03-31
Taiho Shichau zo: Second Season,7.39,2104,TV,26,Spring,['Kodansha'],['Studio Deen'],"['Comedy', 'Action']",5767,10155,12,2001-04-07,2001-09-29
Tamako Market,7.39,2105,TV,12,Winter,"['Animax', 'Pony Canyon', 'Animation Do', 'TBS']",['Kyoto Animation'],['Slice of Life'],507,391176,1481,2013-01-10,2013-03-28
Baby I Love You Daze,7.39,2106,ONA,1,,"['add some', 'None found, ']",['Bones'],['Romance'],6123,8841,32,2018-12-11,2018-12-11
City Hunter: Ai to Shukumei no Magnum,7.39,2107,Movie,1,,['Yomiuri Telecasting'],['Sunrise'],"['Mystery', 'Comedy', 'Action']",6388,7908,6,1989-06-17,1989-06-17
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,7.39,2108,Movie,1,,['TV Asahi'],['Shin-Ei Animation'],"['Adventure', 'Sci-Fi', 'Comedy']",7261,5728,12,2010-04-17,2010-04-17
Cross Ange: Tenshi to Ryuu no Rondo,7.39,2109,TV,25,Fall,"['Bandai Namco Live Creative', 'Fields', 'Bandai Namco Games', 'Docomo Anime Store', 'Bandai Channel', 'Starchild Records']",['Sunrise'],"['Sci-Fi', 'Action']",1094,188637,1595,2014-10-05,2015-03-29
Dragon Ball Z Movie 14: Kami to Kami,7.39,2110,Movie,1,,"['add some', 'None found, ']",['Toei Animation'],"['Adventure', 'Fantasy', 'Action']",1037,202104,241,2013-03-30,2013-03-30
Freedom,7.39,2111,OVA,7,,"['Dentsu', 'Bandai Visual']",['Sunrise'],"['Adventure', 'Sci-Fi', 'Action']",4119,23105,62,2006-11-24,2008-05-23
Full Metal Panic! The Second Raid Episode 00,7.39,2112,Special,1,,['Kadokawa Shoten'],['Kyoto Animation'],"['Adventure', 'Action']",3215,37993,32,2005-07-06,2005-07-06
Fuuto Tantei,7.39,2113,TV,12,Summer,"['Bandai', 'Magic Capsule', 'Bandai Spirits', 'ADK Emotions', 'Toei Video']",['Studio Kai'],"['Supernatural', 'Mystery', 'Action']",2775,49728,397,2022-08-01,2022-10-17
Ginga Hyouryuu Vifam,7.39,2114,TV,46,Fall,"['add some', 'None found, ']",['Sunrise'],"['Adventure', 'Sci-Fi', 'Action']",8343,4018,24,1983-10-21,1984-09-21
Gunslinger Girl,7.39,2115,TV,13,Fall,"['Marvelous', 'Fuji TV']",['Madhouse'],"['Drama', 'Sci-Fi', 'Action']",1139,180906,1135,2003-10-09,2004-02-19
Hori-san to Miyamura-kun,7.39,2116,OVA,6,,"['add some', 'None found, ']","['Marone', 'Hoods Entertainment', 'Gonzo']",['Romance'],1765,106716,609,2012-09-26,2021-05-25
Inu x Boku SS,7.39,2117,TV,12,Winter,"['Mainichi Broadcasting System', 'Movic', 'Square Enix', 'Aniplex']",['David Production'],"['Drama', 'Supernatural', 'Comedy', 'Romance']",400,479281,3143,2012-01-13,2012-03-30
Joshiraku OVA,7.39,2118,OVA,1,,"['add some', 'None found, ']",['J.C.Staff'],"['Slice of Life', 'Comedy']",4265,21169,8,2013-02-08,2013-02-08
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,7.39,2119,Movie,1,,['Kadokawa Pictures Japan'],['Sunrise'],"['Sci-Fi', 'Comedy']",7694,5022,14,2008-03-01,2008-03-01
Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,7.39,2120,OVA,1,,['Mainichi Broadcasting System'],['Sunrise'],"['Drama', 'Sci-Fi']",4150,22667,51,2005-12-25,2005-12-25
Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,7.39,2121,Special,4,,"['add some', 'None found, ']",['Sunrise'],['Comedy'],6382,7919,10,2007-06-22,2007-06-22
Vandread: The Second Stage,7.39,2122,TV,13,Fall,"['Dentsu', 'Media Factory', 'GDH']",['Gonzo'],"['Sci-Fi', 'Ecchi', 'Action']",2722,51817,112,2001-10-05,2002-01-18
Xiao Lu He Xiao Lan,7.39,2123,ONA,72,,['Tencent Animation & Comics'],['Haoliners Animation League'],"['Drama', 'Sci-Fi', 'Slice of Life', 'Comedy', 'Boys Love']",6197,8562,94,2018-08-27,2019-02-16
Yama no Susume: Omoide Present,7.39,2124,OVA,1,,['Yomiuri TV Enterprise'],['8bit'],"['Adventure', 'Slice of Life', 'Comedy']",5221,13014,5,2017-10-28,2017-10-28
Yi Nian Yong Heng: Chuan Cheng Pian,7.39,2125,ONA,56,,['Tencent Penguin Pictures'],['B.CMAY PICTURES'],"['Adventure', 'Fantasy', 'Action']",9034,3099,38,2022-07-20,
Yi Ren Zhi Xia 2nd Season,7.39,2126,ONA,24,,['Tencent Animation & Comics'],['Haoliners Animation League'],"['Supernatural', 'Action']",2322,68230,125,2017-10-27,2018-05-18
Yoake Tsugeru Lu no Uta,7.39,2127,Movie,1,,"['Toho', 'Fujipacific Music', 'Fuji TV', 'BS Fuji']",['Science SARU'],"['Adventure', 'Fantasy', 'Supernatural', 'Award Winning']",2805,48567,177,2017-05-19,2017-05-19
Waga Seishun no Arcadia: Mugen Kidou SSX,7.38,2128,TV,22,Fall,['TBS'],['Toei Animation'],"['Adventure', 'Drama', 'Sci-Fi', 'Action']",6892,6547,36,1982-10-13,1983-03-30
Whistle!,7.38,2129,TV,39,Spring,['Marvelous'],['Studio Comet'],['Sports'],5077,13860,83,2002-05-06,2003-02-03
Yeon-ae Halujeon 2,7.38,2130,ONA,15,,"['add some', 'None found, ']","['Red Dog Culture House', 'LICO']","['Slice of Life', 'Romance']",5711,10367,25,2018-03-30,2018-07-06
Yokohama Kaidashi Kikou,7.38,2131,OVA,2,,['Aniplex'],['Ajia-Do'],"['Sci-Fi', 'Slice of Life']",3316,35996,328,1998-05-21,1998-12-02
Yozakura Quartet: Hoshi no Umi,7.38,2132,OVA,3,,"['Purple Cow Studio Japan', 'KMMJ Studios']",['Tatsunoko Production'],"['Supernatural', 'Comedy', 'Action']",3226,37607,19,2010-10-08,2011-11-09
Yuusha Keisatsu J-Decker,7.38,2133,TV,48,Winter,['Nagoya Broadcasting Network'],['Sunrise'],"['Adventure', 'Sci-Fi', 'Action']",8726,3439,54,1994-02-05,1995-01-28
Kore wa Zombie desu ka? OVA,7.38,2134,OVA,2,,"['add some', 'None found, ']",['Studio Deen'],"['Supernatural', 'Comedy', 'Ecchi', 'Action']",1515,128203,73,2011-06-10,2012-04-24
Lilac,7.38,2135,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",,7960,4584,6,2018-06-12,2018-06-12
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,7.38,2136,TV,13,Summer,"['Notes', 'Aniplex']",['TROYCA'],"['Fantasy', 'Supernatural', 'Mystery']",1420,140168,387,2019-07-07,2019-09-29
Majokko Shimai no Yoyo to Nene,7.38,2137,Movie,1,,"['Tokuma Shoten', 'Starchild Records', 'Aniplex']",['ufotable'],['Fantasy'],4702,16982,18,2013-12-28,2013-12-28
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",7.38,2138,TV,13,Summer,"['Aniplex', 'Kadokawa']",['SILVER LINK.'],"['Fantasy', 'Action']",264,661888,5409,2020-07-04,2020-09-26
Meitantei Holmes,7.38,2139,TV,26,Fall,"['add some', 'None found, ']","['Gallop', 'TMS Entertainment']","['Adventure', 'Mystery', 'Comedy', 'Action']",5599,10858,65,1984-11-06,1985-05-21
Mikakunin de Shinkoukei,7.38,2140,TV,12,Winter,"['TOHO animation', 'Sotsu', 'Ichijinsha', 'RAY', 'DAX Production']",['Doga Kobo'],"['Comedy', 'Romance']",532,371310,1171,2014-01-09,2014-03-27
One Punch Man 2nd Season Specials,7.38,2141,Special,6,,"['add some', 'None found, ']",['J.C.Staff'],"['Comedy', 'Action']",1647,115495,137,2019-10-25,2020-03-27
Plawres Sanshirou,7.38,2142,TV,37,Summer,['Asatsu DK'],['Kaname Productions'],"['Adventure', 'Sci-Fi', 'Action']",8608,3614,20,1983-06-05,1984-02-26
Pokemon Legends Arceus: Yuki Hodo Kishi Futaai,7.38,2143,ONA,3,,"['add some', 'None found, ']",['Wit Studio'],"['Adventure', 'Fantasy', 'Action']",5092,13763,51,2022-05-18,2022-06-22
Prison School: Mad Wax,7.38,2144,OVA,1,,"['add some', 'None found, ']",['J.C.Staff'],"['Comedy', 'Romance', 'Ecchi']",1408,142120,106,2016-03-04,2016-03-04
Ryuu no Haisha,7.38,2145,Special,2,,"['Dwango', 'NHK']",['Khara'],"['Adventure', 'Fantasy']",3136,39941,85,2017-02-18,2017-02-25
Saiyuuki Reload Gunlock,7.38,2146,TV,26,Spring,"['add some', 'None found, ']",['Pierrot'],"['Adventure', 'Drama', 'Supernatural', 'Comedy', 'Action']",4167,22435,44,2004-04-02,2004-09-24
