Name,Score,Rank,Type,Episodes,Premiered,Producers,Studios,Genres,Popularity,Members,Favorites,From,To
Ikoku Meiro no Croisée Picture Drama,6.35,7431,Special,6,,"['add some', 'None found, ']",['Satelight'],['Slice of Life'],8439,3874,0,2011-10-26,2012-03-21
Inazma Delivery: Dougyousha Attack-hen,6.35,7432,TV,10,Winter,"['add some', 'None found, ']",['Kanaban Graphics'],"['Sci-Fi', 'Comedy', 'Action']",13140,723,2,2017-12-08,2018-03-02
Kira Kira 5th Anniversary Live Anime: Kick Start Generation,6.35,7433,OVA,1,,"['Media Factory', 'Lantis']",['SILVER LINK.'],,9874,2280,6,2013-03-27,2013-03-27
Utawarerumono OVA Picture Drama,6.35,7434,Special,3,,['Frontier Works'],"['add some', 'None found, ']","['Fantasy', 'Comedy']",7483,5330,3,2009-06-24,2010-06-23
Venus Versus Virus,6.35,7435,TV,12,Winter,"['Half H.P Studio', 'Venus Vangard', 'BS-i', 'TBS']",['Studio Hibari'],"['Drama', 'Supernatural', 'Romance']",3707,28816,47,2007-01-12,2007-03-30
Yi Guan Xing Shen,6.35,7436,Special,1,,['P.I.C.S.'],['FILMONY'],['Slice of Life'],14142,514,1,2020-06-05,2020-06-05
Yume de Aetara,6.35,7437,OVA,3,,['TBS'],['J.C.Staff'],"['Drama', 'Comedy', 'Romance', 'Ecchi']",7552,5245,7,1998-04-21,1998-12-19
Zanting! Rang Wo Cha Gonglüe,6.35,7438,ONA,12,,['bilibili'],['Kung Fu Frog Animation'],"['Fantasy', 'Comedy']",11333,1340,5,2022-05-21,2022-07-30
Light Lag,6.35,7439,Music,1,,['U/M/A/A Inc.'],['Office DCI'],,10981,1536,1,2011-07-27,2011-07-27
Lioness' Pride,6.35,7440,Music,1,,"['add some', 'None found, ']",['Hololive Production'],,14201,507,0,2021-08-14,2021-08-14
Loveit,6.35,7441,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",,16667,279,0,2020-10-16,2020-10-16
Mikan Enikki Specials,6.35,7442,Special,2,,"['add some', 'None found, ']",['Nippon Animation'],"['Slice of Life', 'Comedy']",14421,476,0,1993-08-24,1993-08-24
Miyamoto Musashi: Souken ni Haseru Yume,6.35,7443,Movie,1,,"['add some', 'None found, ']",['Production I.G'],['Action'],7009,6285,5,2009-06-13,2009-06-13
Nintama Rantarou Movie,6.35,7444,Movie,1,,"['add some', 'None found, ']",['Ajia-Do'],['Comedy'],13369,666,2,1996-06-29,1996-06-29
Ookii 1 Nensei to Chiisana 2 Nensei,6.35,7445,Movie,1,,"['add some', 'None found, ']",['A-1 Pictures'],['Adventure'],7961,4585,0,2014-03-01,2014-03-01
Otogi Story Tenshi no Shippo Specials,6.35,7446,OVA,2,,"['add some', 'None found, ']",['Tokyo Kids'],"['Fantasy', 'Comedy', 'Romance']",10062,2148,1,2002-03-25,2002-07-25
Pianoman,6.35,7447,ONA,1,,"['add some', 'None found, ']",['Echoes'],['Fantasy'],11614,1196,1,2020-01-17,2020-01-17
Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,6.35,7448,ONA,30,,"['add some', 'None found, ']",['Sparkly Key Animation Studio'],"['Fantasy', 'Action']",11846,1104,3,2019-04-24,2019-11-08
Sanctuary,6.35,7449,OVA,1,,"['VAP', 'Toho']",['Pastel'],"['Drama', 'Suspense', 'Action']",7929,4645,9,1996-05-01,1996-05-01
Scratch x One Piece Film: Gold,6.35,7450,Special,1,,"['add some', 'None found, ']",['Toei Animation'],['Fantasy'],6501,7590,2,,
Shaonian Jinyiwei 2nd Season,6.35,7451,ONA,13,,"['Youku', 'Boyan Pictures']","['add some', 'None found, ']","['Adventure', 'Mystery', 'Romance', 'Action']",14080,525,6,2017-10-05,2018-01-11
Shin Hikari Shinwa: Palutena no Kagami,6.35,7452,ONA,3,,"['add some', 'None found, ']","['Studio 4°C', 'Production I.G', 'Shaft']","['Adventure', 'Fantasy', 'Comedy']",8237,4180,3,2012-03-13,2012-03-19
Shingeki no Bahamut: Genesis - Roundup,6.35,7453,Special,1,,"['add some', 'None found, ']",['MAPPA'],"['Adventure', 'Fantasy', 'Supernatural', 'Action']",4855,15632,7,2014-11-18,2014-11-18
Subarashii Shin Sekai,6.35,7454,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",['Romance'],16781,270,0,2021-08-18,2021-08-18
Tayutayu: Pure My Heart,6.35,7455,Special,6,,['Media Factory'],['SILVER LINK.'],['Comedy'],6385,7913,4,2009-06-25,2009-11-25
Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama Specials,6.35,7456,Special,4,,"['add some', 'None found, ']",['AQUA ARIS'],"['Slice of Life', 'Comedy']",9485,2632,7,2022-03-30,2022-06-29
Tokyo 24-ku,6.35,7457,TV,12,Winter,"['Movic', 'ABC Animation', 'Nitroplus', 'BS11', 'Nagoya Broadcasting Network', 'Aniplex']",['CloverWorks'],"['Sci-Fi', 'Mystery']",2615,55527,195,2022-01-06,2022-04-07
Tonari no Kaibutsu-kun Special,6.35,7458,Special,1,,"['add some', 'None found, ']","[""Brain's Base""]",['Comedy'],12279,955,2,2012-11-21,2012-11-21
Tsukipro The Animation 2,6.35,7459,TV,13,Summer,['AZ Creative'],['PRA'],,6818,6774,51,2021-07-07,2021-12-29
Koi☆Sento,6.34,7460,OVA,1,,['Showgate'],['Sunrise'],"['Sci-Fi', 'Comedy', 'Romance']",6371,7959,3,2010-11-27,2010-11-27
Kuro ga Ita Natsu,6.34,7461,Movie,1,,"['RCC Chugoku Broadcasting', 'GEN Productions']","['add some', 'None found, ']",['Drama'],12405,912,3,1990-06-04,1990-06-04
Kyoukaisenjou no Horizon Special,6.34,7462,Special,1,,"['add some', 'None found, ']",['Sunrise'],"['Fantasy', 'Sci-Fi', 'Action']",7899,4674,3,2018-12-21,2018-12-21
Love Live! Kouhaku Special Anime,6.34,7463,Special,1,,"['add some', 'None found, ']",['Sunrise'],,7543,5257,4,2015-12-31,2015-12-31
Machine Robo: Cronos no Dai Gyakushuu,6.34,7464,TV,47,Summer,"['add some', 'None found, ']",['Production Reed'],"['Sci-Fi', 'Action']",10448,1891,2,1986-07-03,1987-05-28
Manga Hajimete Omoshiro Juku,6.34,7465,TV,110,Winter,['DAX Production'],"['add some', 'None found, ']",['Adventure'],14512,463,0,1989-02-04,1991-04-27
Moon Effect,6.34,7466,Music,1,,"['add some', 'None found, ']","['Toei Animation', 'Studio Deen']","['Supernatural', 'Romance']",15730,345,1,2021-05-26,2021-05-26
Mu Wang Zhi Wang: Xuan Guan Si,6.34,7467,ONA,20,,"['add some', 'None found, ']",['BUILD DREAM'],"['Mystery', 'Romance', 'Action']",14078,525,1,2017-12-07,2018-04-19
Natsu no Niwa,6.34,7468,Music,1,,['monofilmo'],['FILMONY'],,14466,469,0,2019-09-16,2019-09-16
Next Color Planet,6.34,7469,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",,18124,187,2,2020-03-22,2020-03-22
One Piece Film: Gold - Cine Mike Popcorn Kokuchi,6.34,7470,Special,1,,"['add some', 'None found, ']",['Toei Animation'],['Fantasy'],6774,6870,5,,
Oneechan ga Kita,6.34,7471,TV,12,Winter,"['Studio CHANT', 'Takeshobo']",['C2C'],"['Slice of Life', 'Comedy']",1694,111541,89,2014-01-09,2014-03-27
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,6.34,7472,ONA,3,,['Aniplex'],['A-1 Pictures'],"['Comedy', 'Romance']",1450,135973,172,2013-08-18,2013-08-18
Pa-Pa-Pa the ★ Movie: Perman,6.34,7473,Movie,1,,"['TV Asahi', 'Asatsu DK', 'Shogakukan-Shueisha Productions']",['Shin-Ei Animation'],"['Adventure', 'Comedy']",13185,711,2,2003-03-08,2003-03-08
PriPri Chii-chan!!,6.34,7474,TV,36,Spring,"['add some', 'None found, ']",['OLM'],"['Sci-Fi', 'Comedy']",8955,3183,8,2017-04-15,2017-12-16
Red Garden: Dead Girls,6.34,7475,OVA,1,,"['Sotsu Music Publishing', 'GDH']",['Gonzo'],['Mystery'],6404,7879,14,2007-08-08,2007-08-08
Sensou no Tsukurikata,6.34,7476,Movie,1,,"['add some', 'None found, ']",['Saigo no Shudan'],['Drama'],12073,1019,0,2015-10-02,2015-10-02
Shissou Word,6.34,7477,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",,12105,1004,1,2017-12-29,2017-12-29
Shoujo☆Kageki Revue Starlight Re LIVE 1st Anniversary PV,6.34,7478,ONA,1,,"['Pony Canyon', 'APDREAM']",['Kinema Citrus'],,11179,1410,3,2019-10-26,2019-10-26
Shouwa Ahozoushi Akanuke Ichiban!,6.34,7479,TV,22,Fall,['TV Asahi'],['Tatsunoko Production'],['Comedy'],11787,1125,2,1985-10-07,1986-03-24
Sol Bianca: Taiyou no Fune,6.34,7480,OVA,6,,['Pioneer LDC'],['AIC'],"['Adventure', 'Sci-Fi']",7775,4887,10,1999-09-24,2000-10-06
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,6.34,7481,TV,12,Winter,"['JR East Marketing & Communications', 'GREE', 'AT-X', 'Sammy', 'BS11', 'Tapioca', 'NBCUniversal Entertainment Japan', 'SB Creative']",['LIDENFILMS'],"['Adventure', 'Fantasy']",867,242510,817,2021-01-04,2021-03-22
The SoulTaker: Tamashii-gari,6.34,7482,TV,13,Spring,"['Toshiba Digital Frontiers', 'Toshiba Entertainment', 'Pioneer LDC', 'WOWOW']",['Tatsunoko Production'],"['Supernatural', 'Horror']",3960,25116,69,2001-04-04,2001-07-04
TO,6.34,7483,OVA,2,,['Oxybot'],"['add some', 'None found, ']","['Drama', 'Sci-Fi', 'Action']",7393,5484,4,2009-10-02,2009-10-02
Twisted Wonderland 2nd Anniversary PV,6.34,7484,ONA,1,,"['add some', 'None found, ']",['CloverWorks'],['Supernatural'],14640,449,3,2022-03-17,2022-03-17
Uchuu Senkan Tiramisù Specials,6.34,7485,Special,3,,"['add some', 'None found, ']",['Gonzo'],"['Sci-Fi', 'Slice of Life', 'Comedy']",8692,3485,0,2018-06-27,2018-07-25
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,6.34,7486,TV,12,Summer,"['Magic Capsule', 'Sotsu', 'Fields', 'flying DOG']",['Production IMS'],"['Sci-Fi', 'Comedy']",4392,19933,11,2016-07-11,2016-09-26
Argento Soma: Hitori to Hitori,6.34,7487,Special,1,,"['add some', 'None found, ']",['Sunrise'],"['Sci-Fi', 'Action']",8527,3741,1,2002-03-01,2002-03-01
Bakusou Kyoudai Let's & Go Special,6.34,7488,Special,1,,"['TV Tokyo', 'Yomiko Advertising', 'Shogakukan-Shueisha Productions']",['Xebec'],['Adventure'],12053,1026,2,1996-12-30,1996-12-30
Bannou Bunka Neko-Musume Specials,6.34,7489,Special,2,,['Movic'],['Production Reed'],"['Adventure', 'Sci-Fi', 'Comedy', 'Action']",10547,1827,1,1999-08-01,1999-08-01
Captain Tsubasa no Koutsuu Anzen,6.34,7490,OVA,1,,"['add some', 'None found, ']","['add some', 'None found, ']",['Sports'],13138,724,0,,
Chironup no Kitsune,6.34,7491,Movie,1,,['Group TAC'],"['add some', 'None found, ']",['Drama'],11801,1121,5,1987-08-15,1987-08-15
Cyborg 009: Chou Ginga Densetsu,6.34,7492,Movie,1,,"['add some', 'None found, ']",['Toei Animation'],"['Sci-Fi', 'Action']",9610,2509,2,1980-12-20,1980-12-20
Daishizen no Majuu: Bagi,6.34,7493,Movie,1,,"['add some', 'None found, ']",['Tezuka Productions'],"['Sci-Fi', 'Romance', 'Action']",9046,3084,13,1984-08-19,1984-08-19
Dokaben,6.34,7494,TV,163,Fall,"['Fuji TV', 'Tsuchida Productions']",['Nippon Animation'],"['Sports', 'Action']",11912,1077,2,1976-10-06,1979-12-26
Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,6.34,7495,OVA,1,,"['add some', 'None found, ']",['Sunrise'],"['Adventure', 'Sci-Fi', 'Action']",13244,695,0,1985-09-25,1985-09-25
Ginga Shippuu Sasuraiger,6.34,7496,TV,43,Spring,"['TV Tokyo', 'Kokusai Eigasha']","['add some', 'None found, ']","['Adventure', 'Action']",11549,1228,3,1983-04-05,1984-01-31
Gowapper 5 Gordam,6.34,7497,TV,36,Spring,"['add some', 'None found, ']",['Tatsunoko Production'],"['Adventure', 'Sci-Fi', 'Action']",12698,829,1,1976-04-04,1976-12-29
Gu-Gu Ganmo,6.34,7498,TV,50,Spring,"['add some', 'None found, ']",['Toei Animation'],"['Slice of Life', 'Comedy']",12185,979,2,1984-03-18,1985-03-17
Hajimari no Sokudo,6.34,7499,Music,1,,['Sony Music Entertainment'],"['add some', 'None found, ']",,8755,3406,4,2016-06-01,2016-06-01
Harukanaru Toki no Naka de: Hachiyou Shou Specials,6.34,7500,Special,8,,"['add some', 'None found, ']",['Yumeta Company'],"['Fantasy', 'Supernatural', 'Romance']",9386,2733,2,2005-09-23,2006-04-16
Jungle Taitei Movie,6.34,7501,Movie,1,,['Tezuka Productions'],['Mushi Production'],['Adventure'],11824,1112,1,1966-07-31,1966-07-31
Juntoumei Shounen,6.34,7502,Music,1,,"['add some', 'None found, ']",['Minakata Laboratory'],,14387,480,0,2018-03-09,2018-03-09
Kino no Tabi: The Beautiful World - The Animated Series - Haikyo no Kuni - On Your Way,6.34,7503,Special,27,,"['add some', 'None found, ']",['Lerche'],['Adventure'],8302,4087,6,2016-07-23,2016-09-02
"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Renewal Daisakusen!! - Aa, Omoide no Hanayashiki",6.34,7504,Special,1,,"['add some', 'None found, ']",['Gallop'],['Comedy'],14109,520,0,2006-09-24,2006-09-24
Yakou,6.34,7505,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",,13670,602,0,2020-03-04,2020-03-04
Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,6.34,7506,OVA,4,,['Starchild Records'],['Chaos Project'],"['Comedy', 'Ecchi']",7460,5363,7,2007-12-26,2008-03-26
Usavich Special,6.33,7507,Special,1,,"['add some', 'None found, ']",['Kanaban Graphics'],"['Adventure', 'Comedy']",10340,1956,0,2008-10-31,2008-10-31
X-Men,6.33,7508,TV,12,Spring,"['Sony Pictures Entertainment', 'Atelier Musa']",['Madhouse'],"['Drama', 'Action']",3881,26133,25,2011-04-01,2011-06-24
Xenosaga The Animation,6.33,7509,TV,12,Winter,['Happinet Pictures'],['Toei Animation'],"['Sci-Fi', 'Action']",4418,19721,42,2005-01-06,2005-03-24
Yami Shibai 3,6.33,7510,TV,13,Winter,['TV Tokyo'],['ILCA'],"['Avant Garde', 'Supernatural', 'Horror']",3366,35289,39,2016-01-11,2016-04-04
Youkai Watch!,6.33,7511,TV,36,Spring,"['add some', 'None found, ']","['Magic Bus', 'OLM']","['Supernatural', 'Comedy']",9230,2899,3,2019-04-05,2019-12-20
Zetsumetsu Kigu Shoujo: Amazing Twins,6.33,7512,OVA,2,,"['Tablier Communications', 'Q-Tec', 'Nippon Ichi Software', 'AT-X', 'flying DOG', 'Shochiku', 'Toppan Printing']",['Encourage Films'],['Slice of Life'],5588,10945,8,2014-02-26,2014-06-25
Koutetsu Sangokushi Special,6.33,7513,Special,1,,['Nihon Ad Systems'],['Picture Magic'],,12243,964,0,2008-03-26,2008-03-26
Kuusen Madoushi Kouhosei no Kyoukan,6.33,7514,TV,12,Summer,['flying DOG'],['Diomedéa'],"['Drama', 'Fantasy', 'Action']",872,240654,331,2015-07-09,2015-09-24
Mahou Shoujo Tokushusen Asuka,6.33,7515,TV,12,Winter,['Kadokawa'],['LIDENFILMS'],"['Drama', 'Action']",2129,78132,126,2019-01-12,2019-03-30
Maken-Ki!,6.33,7516,TV,12,Fall,['AIC'],['AIC Spirits'],"['Ecchi', 'Action']",777,270924,399,2011-10-05,2011-12-21
MiniPato,6.33,7517,Movie,3,,"['Tohokushinsha Film Corporation', 'Bandai Visual']",['Production I.G'],,8939,3197,3,2002-03-30,2002-04-13
Nyanbo!,6.33,7518,TV,26,Fall,"['add some', 'None found, ']",['Shirogumi'],['Comedy'],7014,6268,6,2016-09-27,2017-03-28
Pastel Tea Time,6.33,7519,Music,1,,['Hololive Production'],"['add some', 'None found, ']",,13337,675,2,2021-10-26,2021-10-26
Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei,6.33,7520,Movie,1,,"['add some', 'None found, ']",['OLM'],"['Adventure', 'Fantasy', 'Comedy', 'Action']",2980,43896,10,2013-07-13,2013-07-13
Project A-Ko 3: Cinderella Rhapsody,6.33,7521,OVA,1,,['Pony Canyon'],['Studio Fantasia'],"['Sci-Fi', 'Comedy', 'Action']",7559,5235,2,1988-06-20,1988-06-20
Seikimatsu★Darling,6.33,7522,OVA,1,,['Magic Bus'],['Horannabi'],"['Drama', 'Comedy', 'Romance', 'Boys Love']",6386,7909,7,1996-02-16,1996-02-16
Seto no Hanayome Picture Drama,6.33,7523,Special,1,,['AIC'],"['add some', 'None found, ']","['Comedy', 'Romance']",8693,3483,1,2010-03-03,2010-03-03
Shadowverse Flame,6.33,7524,TV,,Spring,['Sonilude'],['Zexcs'],['Fantasy'],8329,4035,28,2022-04-02,
Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumonbako!,6.33,7525,Special,1,,"['add some', 'None found, ']",['J.C.Staff'],"['Fantasy', 'Supernatural', 'Comedy']",7076,6144,2,2007-04-04,2007-04-04
Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,6.33,7526,Special,1,,"['TV Tokyo', 'Genco']",['A.C.G.T.'],"['Adventure', 'Comedy']",13173,714,0,2002-10-02,2002-10-02
Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira,6.33,7527,OVA,1,,"['add some', 'None found, ']","['Barnum Studio', 'Project No.9']",,5308,12543,9,2016-03-25,2016-03-25
Super Street Fighter IV,6.33,7528,OVA,1,,"['add some', 'None found, ']",['Gonzo'],"['Adventure', 'Action']",6800,6817,3,2010-04-28,2010-04-28
"Susume, Karolina.",6.33,7529,ONA,1,,"['add some', 'None found, ']",['Studio Colorido'],,9894,2271,2,2018-06-14,2018-06-14
Teekyuu 4 Specials,6.33,7530,Special,2,,"['Earth Star Entertainment', 'DAX Production']",['Millepensee'],"['Sports', 'Comedy']",7356,5546,0,2015-08-28,2015-08-28
To Heart 2 Special,6.33,7531,Special,1,,"['add some', 'None found, ']",['OLM'],"['Drama', 'Romance']",8505,3776,2,2005-12-24,2005-12-24
Tsubasa to Hotaru (2016),6.33,7532,Special,3,,"['add some', 'None found, ']",['J.C.Staff'],['Romance'],7990,4545,5,2016-05-10,2016-05-24
"Tsunagu, Soramoyou",6.33,7533,Music,1,,"['add some', 'None found, ']",['SANZIGEN'],,12476,894,0,2018-09-21,2018-09-21
Uchi no Shishou wa Shippo ga Nai,6.33,7534,TV,13,Fall,"['Mainichi Broadcasting System', 'TMS Entertainment', 'Yostar Pictures', 'BS Asahi', 'Pony Canyon', 'Pierrot']",['LIDENFILMS'],"['Supernatural', 'Slice of Life']",4638,17605,33,2022-09-30,2022-12-23
Ai no Senshi Rainbowman,6.33,7535,TV,22,Fall,"['add some', 'None found, ']",['Tsuchida Productions'],"['Adventure', 'Sci-Fi', 'Action']",11849,1101,6,1982-10-10,1983-03-27
Ajimu: Kaigan Monogatari,6.33,7536,ONA,4,,['Toho Music'],['Actas'],"['Drama', 'Comedy', 'Romance']",5043,14089,21,2001-06-15,2002-02-24
Amnesia OVA,6.33,7537,OVA,1,,"['add some', 'None found, ']","[""Brain's Base""]",['Fantasy'],3507,31934,28,2013-09-25,2013-09-25
Boku no Sensou,6.33,7538,Music,1,,"['add some', 'None found, ']",['Rabbit Machine'],['Suspense'],13565,624,0,2022-04-03,2022-04-03
Brand New Story,6.33,7539,Music,1,,['Avex Entertainment'],['Science SARU'],,10938,1562,0,2019-06-20,2019-06-20
Casshern: Robot Hunter,6.33,7540,OVA,4,,"['Streamline Pictures', 'Artmic', 'Harmony Gold', 'Tokyo Kids']",['Tatsunoko Production'],"['Adventure', 'Sci-Fi']",6303,8171,12,1993-08-21,1994-02-21
ChäoS;Child,6.33,7541,TV,12,Winter,"['Kadokawa Shoten', 'AT-X', 'MAGES.', 'Glovision', '5pb.']",['SILVER LINK.'],"['Supernatural', 'Sci-Fi', 'Mystery']",1531,126138,210,2017-01-11,2017-03-29
Chouon Senshi Borgman,6.33,7542,TV,35,Spring,"['Nippon Television Network', 'Yomiko Advertising', 'Toho']",['Production Reed'],"['Sci-Fi', 'Action']",9207,2920,6,1988-04-13,1988-12-21
Cinderella Girls Gekijou: Extra Stage,6.33,7543,ONA,48,,"['add some', 'None found, ']",['Zero-G'],"['Slice of Life', 'Comedy']",11326,1341,3,2020-03-24,2021-04-13
D.I.C.E.,6.33,7544,TV,40,Winter,"['add some', 'None found, ']",['Xebec'],"['Adventure', 'Sci-Fi', 'Action']",7921,4655,17,2005-12-06,2006-09-19
Danball Senki Wars: All Star Battle,6.33,7545,Special,1,,"['add some', 'None found, ']",['OLM'],['Action'],12553,868,3,2014-02-27,2014-02-27
"Eikoku Ikka, Nihon wo Taberu",6.33,7546,TV,24,Spring,['NHK'],['Fanworks'],"['Slice of Life', 'Comedy', 'Gourmet']",11336,1338,3,2015-04-12,2015-10-11
Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda,6.33,7547,ONA,15,,"['add some', 'None found, ']",['Studio Animal'],"['Comedy', 'Romance', 'Ecchi']",5950,9479,47,2019-11-25,2019-12-02
Everlasting Snow,6.33,7548,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",['Drama'],15420,372,0,2016-11-06,2016-11-06
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,6.33,7549,Special,1,,"['add some', 'None found, ']",['ufotable'],['Comedy'],4533,18547,12,2017-12-31,2017-12-31
Futari Ecchi,6.33,7550,OVA,4,,['Half H.P Studio'],['Chaos Project'],"['Slice of Life', 'Comedy', 'Romance', 'Ecchi']",3402,34486,55,2002-07-26,2004-01-22
Gall Force 3: Stardust War,6.33,7551,OVA,1,,"['Movic', 'CBS']","['AIC', 'animate Film', 'Artmic']","['Sci-Fi', 'Action']",9199,2929,5,1988-11-02,1988-11-02
Geneshaft,6.33,7552,TV,13,Spring,['Bandai Visual'],['Satelight'],"['Adventure', 'Sci-Fi']",5146,13484,15,2001-04-05,2001-06-28
Genshi Shounen Ryuu,6.33,7553,TV,22,Fall,['TBS'],['Toei Animation'],"['Adventure', 'Sci-Fi', 'Action']",10041,2162,5,1971-10-30,1972-03-25
Gokujou!! Mecha Mote Iinchou,6.33,7554,TV,51,Spring,"['TV Tokyo', 'Ryukyu Asahi Broadcasting', 'Shogakukan-Shueisha Productions']",['Shogakukan Music & Digital Entertainment'],"['Comedy', 'Romance']",6445,7786,15,2009-04-04,2010-03-27
Hana yori Dango (Movie),6.33,7555,Movie,1,,"['add some', 'None found, ']","['add some', 'None found, ']","['Drama', 'Romance']",6433,7819,17,1997-03-08,1997-03-08
HaruChika: Haruta to Chika wa Seishun suru,6.33,7556,TV,12,Winter,"['Lantis', 'Glovision']",['P.A. Works'],"['Mystery', 'Romance']",1994,87990,130,2016-01-07,2016-03-24
Heavy Object: Dai 37 Kidou Seihi Daitai - Sakusen Kiroku,6.33,7557,Special,1,,"['add some', 'None found, ']","['SANZIGEN', 'J.C.Staff']",['Action'],9154,2974,2,2015-12-05,2015-12-05
Heroman Specials,6.33,7558,Special,3,,"['add some', 'None found, ']",['Bones'],"['Sci-Fi', 'Action']",9168,2957,1,2010-09-22,2011-03-16
Hidamari Sketch Recap,6.33,7559,Special,1,,"['Aniplex', 'Lantis']",['Shaft'],"['Slice of Life', 'Comedy']",11131,1440,0,2008-06-04,2008-06-04
Hikaru no Go Recaps,6.33,7560,Special,2,,"['add some', 'None found, ']","['add some', 'None found, ']",['Supernatural'],12083,1015,4,2003-01-29,2003-10-29
Himawari!,6.33,7561,TV,13,Spring,"['Genco', 'Tohokushinsha Film Corporation', 'Starchild Records']",['Arms'],"['Adventure', 'Comedy']",4084,23515,17,2006-04-09,2006-07-02
Juushinki Pandora,6.33,7562,TV,26,Spring,"['add some', 'None found, ']",['Satelight'],['Sci-Fi'],3242,37415,39,2018-03-29,2018-09-20
Kachou Fuugetsu,6.33,7563,Music,1,,"['P.I.C.S.', 'SME Records']","['add some', 'None found, ']",['Romance'],16442,296,0,2017-05-02,2017-05-02
Kaze no Na wa Amnesia,6.33,7564,Movie,1,,['Japan Home Video'],['Madhouse'],"['Drama', 'Avant Garde', 'Sci-Fi', 'Action']",4620,17789,42,1990-12-22,1990-12-22
Kidou Senshi Gundam SEED MSV Astray,6.33,7565,OVA,2,,"['add some', 'None found, ']",['Sunrise'],['Sci-Fi'],5379,12085,9,2004-03-01,2004-07-01
Kidou Senshi Gundam: Hikaru Inochi Chronicle U.C.,6.33,7566,Special,1,,"['add some', 'None found, ']",['Sunrise'],['Drama'],9705,2438,0,2019-09-26,2019-09-26
Kinnikuman: New York Kiki Ippatsu!,6.33,7567,Movie,1,,"['add some', 'None found, ']",['Toei Animation'],"['Sports', 'Comedy', 'Action']",12733,820,0,1986-03-15,1986-03-15
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Idol!? Nihon 1-shuu Dai Sugoroku Game!!,6.33,7568,Special,1,,"['add some', 'None found, ']",['Gallop'],['Comedy'],14123,518,0,2005-03-27,2005-03-27
Aikatsu Planet! Movie,6.32,7569,Movie,1,,"['add some', 'None found, ']",['Bandai Namco Pictures'],['Slice of Life'],14531,461,2,2022-07-15,2022-07-15
